id_sampling_point;date_sample_collection;precision_date;country_code;programme_name;additional_name;level_1_of_scale_observation;id_level_1_scale_observation;level_2_of_scale_observation_block_or_no;iid_level_2_scale_observation;level_3_of_scale_observation;id_level_3;id_sample;data_type;date_soil_sampling_for_chemical_analysis;type_of_the_sample;soil_type_wrb;wrb_version;soil_taxonomy_version;soil_type_in_soil_taxonomy;name_local_soil_classification;soil_type_in_a_local_classification;ph_method;ph_mean;cec_mean;caco3;texture;texture_triangle;sand;sand_limit;silt;silt_limit;clay_limit;bottom_depth_of_top_layer;carbon_azote_ratio_mean;soc_mean;som_mean;soil_sample_depth;bulk_density;soil_analysis_sample_mass;soil_humidity;soil_total_depth;phosphorus_total;phosphorus_available;potassium_available;nitrogen;organic_carbon
2019-07-01-M_FI_Carbon Action MULTA_F-Ke-0_B-NA_P-5;date:2019-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ke-0;B;NA;P;5;2019-07-01-M_FI_Carbon Action MULTA_F-Ke-0_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;na;;;;;;;;;;;;0.9962963;;;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-La-0_B-NA_P-1;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;La-0;B;NA;P;1;2020-07-01-M_FI_Carbon Action MULTA_F-La-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.0982759;;0.411264368;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-La-0_B-NA_P-2;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;La-0;B;NA;P;2;2020-07-01-M_FI_Carbon Action MULTA_F-La-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.0982759;;0.411264368;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-La-1_B-NA_P-2;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;La-1;B;NA;P;2;2020-07-01-M_FI_Carbon Action MULTA_F-La-1_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.198046;;0.426896552;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-La-1_B-NA_P-3;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;La-1;B;NA;P;3;2020-07-01-M_FI_Carbon Action MULTA_F-La-1_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.198046;;0.426896552;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-La-1_B-NA_P-4;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;La-1;B;NA;P;4;2020-07-01-M_FI_Carbon Action MULTA_F-La-1_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.198046;;0.426896552;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-La-1_B-NA_P-5;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;La-1;B;NA;P;5;2020-07-01-M_FI_Carbon Action MULTA_F-La-1_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.198046;;0.426896552;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Pi-0_B-NA_P-5;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Pi-0;B;NA;P;5;2020-07-01-M_FI_Carbon Action MULTA_F-Pi-0_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.92413795;;0.221609195;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Pi-1_B-NA_P-1;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Pi-1;B;NA;P;1;2020-07-01-M_FI_Carbon Action MULTA_F-Pi-1_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.0589656;;0.282758621;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Pi-1_B-NA_P-2;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Pi-1;B;NA;P;2;2020-07-01-M_FI_Carbon Action MULTA_F-Pi-1_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.0589656;;0.282758621;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Pi-1_B-NA_P-3;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Pi-1;B;NA;P;3;2020-07-01-M_FI_Carbon Action MULTA_F-Pi-1_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.0589656;;0.282758621;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ni-1_B-NA_P-3;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ni-1;B;NA;P;3;2020-07-01-M_FI_Carbon Action MULTA_F-Ni-1_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;0.81482756;;0.382988506;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ni-1_B-NA_P-4;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ni-1;B;NA;P;4;2020-07-01-M_FI_Carbon Action MULTA_F-Ni-1_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;0.81482756;;0.382988506;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ni-0_B-NA_P-1;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ni-0;B;NA;P;1;2020-07-01-M_FI_Carbon Action MULTA_F-Ni-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;0.82712644;;0.353678161;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ni-0_B-NA_P-2;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ni-0;B;NA;P;2;2020-07-01-M_FI_Carbon Action MULTA_F-Ni-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;0.82712644;;0.353678161;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-AE-0_B-NA_P-2;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;AE-0;B;NA;P;2;2020-07-01-M_FI_Carbon Action MULTA_F-AE-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sandy_loam;;;;;;;;;;;;0.7794942;;0.260850575;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-AE-0_B-NA_P-3;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;AE-0;B;NA;P;3;2020-07-01-M_FI_Carbon Action MULTA_F-AE-0_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sandy_loam;;;;;;;;;;;;0.7794942;;0.260850575;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-AE-0_B-NA_P-4;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;AE-0;B;NA;P;4;2020-07-01-M_FI_Carbon Action MULTA_F-AE-0_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sandy_loam;;;;;;;;;;;;0.7794942;;0.260850575;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-AE-0_B-NA_P-5;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;AE-0;B;NA;P;5;2020-07-01-M_FI_Carbon Action MULTA_F-AE-0_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sandy_loam;;;;;;;;;;;;0.7794942;;0.260850575;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-AE-1_B-NA_P-5;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;AE-1;B;NA;P;5;2020-07-01-M_FI_Carbon Action MULTA_F-AE-1_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sandy_loam;;;;;;;;;;;;0.73650575;;0.252689655;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ki-0_B-NA_P-1;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ki-0;B;NA;P;1;2020-07-01-M_FI_Carbon Action MULTA_F-Ki-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.1718391;;0.187126437;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ki-0_B-NA_P-2;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ki-0;B;NA;P;2;2020-07-01-M_FI_Carbon Action MULTA_F-Ki-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.1718391;;0.187126437;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ki-0_B-NA_P-3;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ki-0;B;NA;P;3;2020-07-01-M_FI_Carbon Action MULTA_F-Ki-0_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.1718391;;0.187126437;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ki-1_B-NA_P-4;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ki-1;B;NA;P;4;2020-07-01-M_FI_Carbon Action MULTA_F-Ki-1_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0925287;;0.165862069;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ki-1_B-NA_P-5;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ki-1;B;NA;P;5;2020-07-01-M_FI_Carbon Action MULTA_F-Ki-1_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0925287;;0.165862069;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Mu-0_B-NA_P-1;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Mu-0;B;NA;P;1;2020-07-01-M_FI_Carbon Action MULTA_F-Mu-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.0755173;;0.383678161;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Mu-0_B-NA_P-2;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Mu-0;B;NA;P;2;2020-07-01-M_FI_Carbon Action MULTA_F-Mu-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.0755173;;0.383678161;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Mu-1_B-NA_P-3;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Mu-1;B;NA;P;3;2020-07-01-M_FI_Carbon Action MULTA_F-Mu-1_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.9794253;;0.342413793;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Mu-1_B-NA_P-4;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Mu-1;B;NA;P;4;2020-07-01-M_FI_Carbon Action MULTA_F-Mu-1_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.9794253;;0.342413793;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Pa-0_B-NA_P-1;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Pa-0;B;NA;P;1;2020-07-01-M_FI_Carbon Action MULTA_F-Pa-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.0834483;;0.414827586;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Pa-0_B-NA_P-2;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Pa-0;B;NA;P;2;2020-07-01-M_FI_Carbon Action MULTA_F-Pa-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.0834483;;0.414827586;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Pa-1_B-NA_P-3;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Pa-1;B;NA;P;3;2020-07-01-M_FI_Carbon Action MULTA_F-Pa-1_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.05;;0.396436782;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Pa-1_B-NA_P-4;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Pa-1;B;NA;P;4;2020-07-01-M_FI_Carbon Action MULTA_F-Pa-1_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.05;;0.396436782;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Pa-1_B-NA_P-5;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Pa-1;B;NA;P;5;2020-07-01-M_FI_Carbon Action MULTA_F-Pa-1_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.05;;0.396436782;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Jn-0_B-NA_P-1;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Jn-0;B;NA;P;1;2020-07-01-M_FI_Carbon Action MULTA_F-Jn-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0965288;;0.403241379;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Jn-1_B-NA_P-1;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Jn-1;B;NA;P;1;2020-07-01-M_FI_Carbon Action MULTA_F-Jn-1_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0477636;;0.293172414;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Jn-1_B-NA_P-2;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Jn-1;B;NA;P;2;2020-07-01-M_FI_Carbon Action MULTA_F-Jn-1_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0477636;;0.293172414;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Jn-1_B-NA_P-3;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Jn-1;B;NA;P;3;2020-07-01-M_FI_Carbon Action MULTA_F-Jn-1_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0477636;;0.293172414;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Jn-1_B-NA_P-4;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Jn-1;B;NA;P;4;2020-07-01-M_FI_Carbon Action MULTA_F-Jn-1_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;1.0477636;;0.293172414;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Mi-0_B-NA_P-4;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Mi-0;B;NA;P;4;2020-07-01-M_FI_Carbon Action MULTA_F-Mi-0_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.8095402;;0.380229885;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Mi-0_B-NA_P-5;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Mi-0;B;NA;P;5;2020-07-01-M_FI_Carbon Action MULTA_F-Mi-0_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.8095402;;0.380229885;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Mi-1_B-NA_P-1;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Mi-1;B;NA;P;1;2020-07-01-M_FI_Carbon Action MULTA_F-Mi-1_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.62413794;;0.250344828;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Mi-1_B-NA_P-2;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Mi-1;B;NA;P;2;2020-07-01-M_FI_Carbon Action MULTA_F-Mi-1_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.62413794;;0.250344828;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ik-1_B-NA_P-1;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ik-1;B;NA;P;1;2020-07-01-M_FI_Carbon Action MULTA_F-Ik-1_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;0.989954;;0.248551724;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ik-1_B-NA_P-2;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ik-1;B;NA;P;2;2020-07-01-M_FI_Carbon Action MULTA_F-Ik-1_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;sand;;;;;;;;;;;;0.989954;;0.248551724;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Mo-0_B-NA_P-1;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Mo-0;B;NA;P;1;2020-07-01-M_FI_Carbon Action MULTA_F-Mo-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;loam;;;;;;;;;;;;1.0972414;;0.415862069;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Mo-0_B-NA_P-2;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Mo-0;B;NA;P;2;2020-07-01-M_FI_Carbon Action MULTA_F-Mo-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;loam;;;;;;;;;;;;1.0972414;;0.415862069;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ai-0_B-NA_P-1;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ai-0;B;NA;P;1;2020-07-01-M_FI_Carbon Action MULTA_F-Ai-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.2425287;;0.123908046;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ai-0_B-NA_P-2;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ai-0;B;NA;P;2;2020-07-01-M_FI_Carbon Action MULTA_F-Ai-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.2425287;;0.123908046;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ai-0_B-NA_P-3;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ai-0;B;NA;P;3;2020-07-01-M_FI_Carbon Action MULTA_F-Ai-0_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.2425287;;0.123908046;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ai-0_B-NA_P-4;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ai-0;B;NA;P;4;2020-07-01-M_FI_Carbon Action MULTA_F-Ai-0_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.2425287;;0.123908046;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ai-1_B-NA_P-4;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ai-1;B;NA;P;4;2020-07-01-M_FI_Carbon Action MULTA_F-Ai-1_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.1731035;;0.225057471;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ai-1_B-NA_P-5;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ai-1;B;NA;P;5;2020-07-01-M_FI_Carbon Action MULTA_F-Ai-1_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;silty_clay;;;;;;;;;;;;1.1731035;;0.225057471;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ja-0_B-NA_P-1;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ja-0;B;NA;P;1;2020-07-01-M_FI_Carbon Action MULTA_F-Ja-0_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.9167816;;0.264137931;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ja-0_B-NA_P-2;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ja-0;B;NA;P;2;2020-07-01-M_FI_Carbon Action MULTA_F-Ja-0_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;0.9167816;;0.264137931;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ja-1_B-NA_P-2;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ja-1;B;NA;P;2;2020-07-01-M_FI_Carbon Action MULTA_F-Ja-1_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.0720689;;0.303908046;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ja-1_B-NA_P-3;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ja-1;B;NA;P;3;2020-07-01-M_FI_Carbon Action MULTA_F-Ja-1_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.0720689;;0.303908046;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ja-1_B-NA_P-4;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ja-1;B;NA;P;4;2020-07-01-M_FI_Carbon Action MULTA_F-Ja-1_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.0720689;;0.303908046;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ja-1_B-NA_P-5;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ja-1;B;NA;P;5;2020-07-01-M_FI_Carbon Action MULTA_F-Ja-1_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;clay_loam;;;;;;;;;;;;1.0720689;;0.303908046;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ne-1_B-NA_P-1;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ne-1;B;NA;P;1;2020-07-01-M_FI_Carbon Action MULTA_F-Ne-1_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;loam;;;;;;;;;;;;0.90512645;;0.255218391;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ne-1_B-NA_P-2;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ne-1;B;NA;P;2;2020-07-01-M_FI_Carbon Action MULTA_F-Ne-1_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;loam;;;;;;;;;;;;0.90512645;;0.255218391;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ne-1_B-NA_P-3;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ne-1;B;NA;P;3;2020-07-01-M_FI_Carbon Action MULTA_F-Ne-1_B-NA_P-3_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;loam;;;;;;;;;;;;0.90512645;;0.255218391;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Ne-1_B-NA_P-4;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Ne-1;B;NA;P;4;2020-07-01-M_FI_Carbon Action MULTA_F-Ne-1_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;loam;;;;;;;;;;;;0.90512645;;0.255218391;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Na-0_B-NA_P-4;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Na-0;B;NA;P;4;2020-07-01-M_FI_Carbon Action MULTA_F-Na-0_B-NA_P-4_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;loam;;;;;;;;;;;;0.9737011;;0.280436782;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Na-0_B-NA_P-5;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Na-0;B;NA;P;5;2020-07-01-M_FI_Carbon Action MULTA_F-Na-0_B-NA_P-5_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;loam;;;;;;;;;;;;0.9737011;;0.280436782;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Na-1_B-NA_P-1;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Na-1;B;NA;P;1;2020-07-01-M_FI_Carbon Action MULTA_F-Na-1_B-NA_P-1_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;loam;;;;;;;;;;;;0.90443677;;0.264183908;;;;;;
2020-07-01-M_FI_Carbon Action MULTA_F-Na-1_B-NA_P-2;date:2020-07-01T00:00:00:yyyy-MM-dd;M;FI;carbon_action_multa;;F;Na-1;B;NA;P;2;2020-07-01-M_FI_Carbon Action MULTA_F-Na-1_B-NA_P-2_Metadata Soil;Metadata Soil;;;na;;;;;;;;;;loam;;;;;;;;;;;;0.90443677;;0.264183908;;;;;;
