id_sampling_point;date_sample_collection;precision_date;country_code;programme_name;additional_name;level_1_of_scale_observation;id_level_1_scale_observation;level_2_of_scale_observation_block_or_no;iid_level_2_scale_observation;level_3_of_scale_observation;id_level_3;id_sample;data_type;date_soil_sampling_for_chemical_analysis;type_of_the_sample;soil_type_wrb;wrb_version;soil_taxonomy_version;soil_type_in_soil_taxonomy;name_local_soil_classification;soil_type_in_a_local_classification;ph_method;ph_mean;cec_mean;caco3;texture;texture_triangle;sand;sand_limit;silt;silt_limit;clay_limit;bottom_depth_of_top_layer;carbon_azote_ratio_mean;soc_mean;som_mean;soil_sample_depth;bulk_density;soil_analysis_sample_mass;soil_humidity;soil_total_depth;phosphorus_total;phosphorus_available;potassium_available;nitrogen;organic_carbon
2004-10-26-D_DE_Edaphobase_F-Zöberitz BDF 51 Brache_B-NA_P-NA;date:2004-10-26T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Zöberitz BDF 51 Brache;B;NA;P;NA;2004-10-26-D_DE_Edaphobase_F-Zöberitz BDF 51 Brache_B-NA_P-NA_Metadata Soil;Metadata Soil;;;chernozem;;;;German KA5;Braunerde-Tschernosem (Code: BB-TT);;;;;na;;;;;;;;;;;;;;;;;;;;
2004-10-29-D_DE_Edaphobase_F-Schönberg/Schwartbuck BDF 16 SH Acker_B-NA_P-NA;date:2004-10-29T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Schönberg/Schwartbuck BDF 16 SH Acker;B;NA;P;NA;2004-10-29-D_DE_Edaphobase_F-Schönberg/Schwartbuck BDF 16 SH Acker_B-NA_P-NA_Metadata Soil;Metadata Soil;;;luvisol;;;;German KA5;Pseudogley-Parabraunerde (Code: SS-LL);na;6.7;;;loam;;;;;;;;10.0;1.1;;;;;;;;;;;
2004-10-30-D_DE_Edaphobase_F-Lübeck-Niederbüssau BDF 29 SH Acker_B-NA_P-NA;date:2004-10-30T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Lübeck-Niederbüssau BDF 29 SH Acker;B;NA;P;NA;2004-10-30-D_DE_Edaphobase_F-Lübeck-Niederbüssau BDF 29 SH Acker_B-NA_P-NA_Metadata Soil;Metadata Soil;;;gleysol;;;;German KA5;Braunerde-Pseudogley (Code: BB-SS);na;6.4;;;loam;;;;;;;;10.4;1.2;;;;;;;;;;;
2005-09-19-M_DE_Edaphobase_F-Schlag Kleinkamp MSML_B-NA_P-NA;date:2005-09-19T00:00:00:yyyy-MM-dd;M;DE;edaphobase;;F;Schlag Kleinkamp MSML;B;NA;P;NA;2005-09-19-M_DE_Edaphobase_F-Schlag Kleinkamp MSML_B-NA_P-NA_Metadata Soil;Metadata Soil;;;luvisol;;;;German KA5;Bänderparabraunerde (Code: LLd);;;;;sandy_loam;;67.0;;28.0;;;;11.2;1.06;;40.0;1.6;;;;;;;;
2005-09-19-M_DE_Edaphobase_F-Schlag Kleinstkamp Südstreifen DS_B-NA_P-NA;date:2005-09-19T00:00:00:yyyy-MM-dd;M;DE;edaphobase;;F;Schlag Kleinstkamp Südstreifen DS;B;NA;P;NA;2005-09-19-M_DE_Edaphobase_F-Schlag Kleinstkamp Südstreifen DS_B-NA_P-NA_Metadata Soil;Metadata Soil;;;luvisol;;;;German KA5;Bänderparabraunerde (Code: LLd);;;;;sandy_loam;;67.0;;28.0;;;;11.5;1.04;;40.0;1.55;;;;;;;;
2005-09-19-M_DE_Edaphobase_F-Schlag Kleinstkamp Südstreifen P_B-NA_P-NA;date:2005-09-19T00:00:00:yyyy-MM-dd;M;DE;edaphobase;;F;Schlag Kleinstkamp Südstreifen P;B;NA;P;NA;2005-09-19-M_DE_Edaphobase_F-Schlag Kleinstkamp Südstreifen P_B-NA_P-NA_Metadata Soil;Metadata Soil;;;luvisol;;;;German KA5;Bänderparabraunerde (Code: LLd);;;;;sandy_loam;;67.0;;28.0;;;;11.9;0.96;;40.0;1.47;;;;;;;;
2005-09-28-D_DE_Edaphobase_F-Lindhöft 1 BDF 35 SH Grünland_B-NA_P-NA;date:2005-09-28T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Lindhöft 1 BDF 35 SH Grünland;B;NA;P;NA;2005-09-28-D_DE_Edaphobase_F-Lindhöft 1 BDF 35 SH Grünland_B-NA_P-NA_Metadata Soil;Metadata Soil;;;luvisol;;;;German KA5;Normparabraunerde (Code: LLn);na;5.6;;;sand;;;;;;;;9.4;2.1;;;;;;;;;;;
2005-10-01-M_DE_Edaphobase_T-Organic farming, Regular plough x field bean_B-NA_P-NA;date:2005-10-01T00:00:00:yyyy-MM-dd;M;DE;edaphobase;;T;Organic farming, Regular plough x field bean;B;NA;P;NA;2005-10-01-M_DE_Edaphobase_T-Organic farming, Regular plough x field bean_B-NA_P-NA_Metadata Soil;Metadata Soil;;;cambisol;;;;German KA5;Lessivés (Code: L);;;;;silt_loam;;2.0;;81.0;;;;8.7;2.1;;20.0;;;;;;;;;
2005-10-01-M_DE_Edaphobase_T-Organic farming, Regular plough x grass-clover _B-NA_P-NA;date:2005-10-01T00:00:00:yyyy-MM-dd;M;DE;edaphobase;;T;Organic farming, Regular plough x grass-clover;B;NA;P;NA;2005-10-01-M_DE_Edaphobase_T-Organic farming, Regular plough x grass-clover _B-NA_P-NA_Metadata Soil;Metadata Soil;;;cambisol;;;;German KA5;Lessivés (Code: L);;;;;silt_loam;;2.0;;81.0;;;;8.7;2.1;;20.0;;;;;;;;;
2005-10-01-M_DE_Edaphobase_T-Organic farming, Regular plough x summer wheat_B-NA_P-NA;date:2005-10-01T00:00:00:yyyy-MM-dd;M;DE;edaphobase;;T;Organic farming, Regular plough x summer wheat;B;NA;P;NA;2005-10-01-M_DE_Edaphobase_T-Organic farming, Regular plough x summer wheat_B-NA_P-NA_Metadata Soil;Metadata Soil;;;cambisol;;;;German KA5;Lessivés (Code: L);;;;;silt_loam;;2.0;;81.0;;;;8.7;2.1;;20.0;;;;;;;;;
2005-10-01-M_DE_Edaphobase_T-Organic farming, Ridge culture   _B-NA_P-NA;date:2005-10-01T00:00:00:yyyy-MM-dd;M;DE;edaphobase;;T;Organic farming, Ridge culture;B;NA;P;NA;2005-10-01-M_DE_Edaphobase_T-Organic farming, Ridge culture   _B-NA_P-NA_Metadata Soil;Metadata Soil;;;cambisol;;;;German KA5;Lessivés (Code: L);;;;;silt_loam;;2.0;;81.0;;;;8.7;2.1;;20.0;;;;;;;;;
2006-04-26-D_DE_Edaphobase_F-Acker Stradow_B-NA_P-NA;date:2006-04-26T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Acker Stradow;B;NA;P;NA;2006-04-26-D_DE_Edaphobase_F-Acker Stradow_B-NA_P-NA_Metadata Soil;Metadata Soil;;;na;;;;German KA5;Gleye (Code: G);na;5.3;;;sandy_loam;;71.6;;14.4;;;;12.86;2.08;;20.0;;;;;;;;;
2006-05-16-D_DE_Edaphobase_F-Acker Babow_B-NA_P-NA;date:2006-05-16T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Acker Babow;B;NA;P;NA;2006-05-16-D_DE_Edaphobase_F-Acker Babow_B-NA_P-NA_Metadata Soil;Metadata Soil;;;na;;;;German KA5;Gleye (Code: G);na;5.3;;;sandy_loam;;60.1;;21.3;;;;13.74;2.84;;20.0;;;;;;;;;
2006-05-17-D_DE_Edaphobase_F-Sommerpolder Nord_B-NA_P-NA;date:2006-05-17T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Sommerpolder Nord;B;NA;P;NA;2006-05-17-D_DE_Edaphobase_F-Sommerpolder Nord_B-NA_P-NA_Metadata Soil;Metadata Soil;;;gleysol;;;;German KA5;Humus-Nassgley (Code: GNh);na;4.6;;;loam;;48.6;;30.0;;;;18.4;6.61;;20.0;;;;;;;;;
2006-10-05-D_DE_Edaphobase_F-Filow_B-NA_P-NA;date:2006-10-05T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Filow;B;NA;P;NA;2006-10-05-D_DE_Edaphobase_F-Filow_B-NA_P-NA_Metadata Soil;Metadata Soil;;;gleysol;;;;German KA5;Anmoorgley (Code: GM);na;4.8;;;sandy_loam;;55.3;;26.7;;;;15.97;14.06;;20.0;;;;;;;;;
2006-10-23-D_DE_Edaphobase_F-Holzdorf BDF 10 SH Acker_B-NA_P-NA;date:2006-10-23T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Holzdorf BDF 10 SH Acker;B;NA;P;NA;2006-10-23-D_DE_Edaphobase_F-Holzdorf BDF 10 SH Acker_B-NA_P-NA_Metadata Soil;Metadata Soil;;;luvisol;;;;German KA5;Parabraunerde-Pseudogley (Code: LL-SS);na;6.6;;;loam;;;;;;;;14.7;1.1;;;;;;;;;;;
2006-10-25-D_DE_Edaphobase_F-Thüringen BDF 9 Grünland_B-NA_P-NA;date:2006-10-25T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Thüringen BDF 9 Grünland;B;NA;P;NA;2006-10-25-D_DE_Edaphobase_F-Thüringen BDF 9 Grünland_B-NA_P-NA_Metadata Soil;Metadata Soil;;;na;;;;German KA5;Vega-Gley (Code: AB-GG);na;5.6;17.3;;loam;;30.6;;43.6;;;;10.3;4.8;;20.0;;;;;;;;;
2006-10-31-D_DE_Edaphobase_F-Hellbachtal BDF 33 SH Grünland_B-NA_P-NA;date:2006-10-31T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Hellbachtal BDF 33 SH Grünland;B;NA;P;NA;2006-10-31-D_DE_Edaphobase_F-Hellbachtal BDF 33 SH Grünland_B-NA_P-NA_Metadata Soil;Metadata Soil;;;podzol;;;;German KA5;Normniedermoor (Code: HNn);na;5.3;;;sand;;;;;;;;10.9;11.1;;;;;;;;;;;
2007-04-10-D_RS_Edaphobase_F-Devici_B-NA_P-NA;date:2007-04-10T00:00:00:yyyy-MM-dd;D;RS;edaphobase;;F;Devici;B;NA;P;NA;2007-04-10-D_RS_Edaphobase_F-Devici_B-NA_P-NA_Metadata Soil;Metadata Soil;;;cambisol;;;;;;;;;;na;;;;;;;;;;;;;;;;;;;;
2007-10-09-D_DE_Edaphobase_F-Geroda Grünland_B-NA_P-NA;date:2007-10-09T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Geroda Grünland;B;NA;P;NA;2007-10-09-D_DE_Edaphobase_F-Geroda Grünland_B-NA_P-NA_Metadata Soil;Metadata Soil;;;cambisol;;;;;;;;;;silty_clay_loam;;;;;;;;;;;;;;;;;;;;
2007-10-10-D_DE_Edaphobase_F-Acker Polßen_B-NA_P-NA;date:2007-10-10T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Acker Polßen;B;NA;P;NA;2007-10-10-D_DE_Edaphobase_F-Acker Polßen_B-NA_P-NA_Metadata Soil;Metadata Soil;;;na;;;;German KA5;Pararendzina (Code: RZ);na;7.2;;;sandy_loam;;61.0;;28.1;;;;12.05;1.19;;20.0;;;;;;;;;
2007-10-18-D_DE_Edaphobase_F-Acker Wilmersdorf_B-NA_P-NA;date:2007-10-18T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Acker Wilmersdorf;B;NA;P;NA;2007-10-18-D_DE_Edaphobase_F-Acker Wilmersdorf_B-NA_P-NA_Metadata Soil;Metadata Soil;;;na;;;;German KA5;Pararendzina (Code: RZ);na;5.9;;;sandy_loam;;50.3;;34.1;;;;11.0;1.04;;20.0;;;;;;;;;
2007-10-25-D_DE_Edaphobase_F-Acker Werbellin_B-NA_P-NA;date:2007-10-25T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Acker Werbellin;B;NA;P;NA;2007-10-25-D_DE_Edaphobase_F-Acker Werbellin_B-NA_P-NA_Metadata Soil;Metadata Soil;;;na;;;;German KA5;Bänderfahlerde (Code: LFd);na;4.8;;;loamy_sand;;78.3;;17.3;;;;14.06;0.7;;20.0;;;;;;;;;
2008-04-28-D_DE_Edaphobase_F-Reesen BDF 10 Grünland_B-NA_P-NA;date:2008-04-28T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Reesen BDF 10 Grünland;B;NA;P;NA;2008-04-28-D_DE_Edaphobase_F-Reesen BDF 10 Grünland_B-NA_P-NA_Metadata Soil;Metadata Soil;;;gleysol;;;;German KA5;Brauneisengley (Code: GGe);;;;;sand;;;;;;;;;;;;;;;;;;;;
2008-04-28-D_RS_Edaphobase_F-Modran_B-NA_P-NA;date:2008-04-28T00:00:00:yyyy-MM-dd;D;RS;edaphobase;;F;Modran;B;NA;P;NA;2008-04-28-D_RS_Edaphobase_F-Modran_B-NA_P-NA_Metadata Soil;Metadata Soil;;;fluvisol;;;;;;;;;;na;;;;;;;;;;;;;;;;;;;;
2008-05-15-D_RS_Edaphobase_F-Dajici_B-NA_P-NA;date:2008-05-15T00:00:00:yyyy-MM-dd;D;RS;edaphobase;;F;Dajici;B;NA;P;NA;2008-05-15-D_RS_Edaphobase_F-Dajici_B-NA_P-NA_Metadata Soil;Metadata Soil;;;cambisol;;;;;;;;;;na;;;;;;;;;;;;;;;;;;;;
2008-05-17-D_DE_Edaphobase_F-Thüringen BDF 10 Grünland_B-NA_P-NA;date:2008-05-17T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Thüringen BDF 10 Grünland;B;NA;P;NA;2008-05-17-D_DE_Edaphobase_F-Thüringen BDF 10 Grünland_B-NA_P-NA_Metadata Soil;Metadata Soil;;;na;;;;German KA5;Braunerde-Parabraunerde (Code: BB-LL);na;5.5;;;silt;;;;;;;;14.2;5.3;;10.0;;;;;;;;;
2008-09-15-D_DE_Edaphobase_F-Scheiplitz BDF 39 Acker_B-NA_P-NA;date:2008-09-15T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Scheiplitz BDF 39 Acker;B;NA;P;NA;2008-09-15-D_DE_Edaphobase_F-Scheiplitz BDF 39 Acker_B-NA_P-NA_Metadata Soil;Metadata Soil;;;na;;;;German KA5;Parabraunerde-Tschernosem (Code: LL-TT);;;;;na;;;;;;;;;;;;;;;;;;;;
2008-10-13-D_DE_Edaphobase_F-Bad Lauchstädt BDF 34.2 Acker_B-NA_P-NA;date:2008-10-13T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Bad Lauchstädt BDF 34.2 Acker;B;NA;P;NA;2008-10-13-D_DE_Edaphobase_F-Bad Lauchstädt BDF 34.2 Acker_B-NA_P-NA_Metadata Soil;Metadata Soil;;;na;;;;German KA5;Normtschernosem (Code: TTn);;;;;na;;;;;;;;;;;;;;;;;;;;
2008-10-28-D_DE_Edaphobase_F-Eckersdorf Grünland_B-NA_P-NA;date:2008-10-28T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Eckersdorf Grünland;B;NA;P;NA;2008-10-28-D_DE_Edaphobase_F-Eckersdorf Grünland_B-NA_P-NA_Metadata Soil;Metadata Soil;;;cambisol;;;;;;;;;;silty_clay_loam;;;;;;;;;;;;;;;;;;;;
2008-10-29-D_DE_Edaphobase_F-Nordhalben Grünland_B-NA_P-NA;date:2008-10-29T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Nordhalben Grünland;B;NA;P;NA;2008-10-29-D_DE_Edaphobase_F-Nordhalben Grünland_B-NA_P-NA_Metadata Soil;Metadata Soil;;;cambisol;;;;;;;;;;loam;;;;;;;;;;;;;;;;;;;;
2004-10-14-D_DE_Edaphobase_F-Schlag Sandkamp Nord SP15_B-NA_P-NA;date:2004-10-14T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Schlag Sandkamp Nord SP15;B;NA;P;NA;2004-10-14-D_DE_Edaphobase_F-Schlag Sandkamp Nord SP15_B-NA_P-NA_Metadata Soil;Metadata Soil;;;luvisol;;;;German KA5;Braunerde-Pseudogley (Code: BB-SS);;;;;loam;;;;;;;;;1.27;;30.0;1.34;;;;;;;;
2004-10-14-D_DE_Edaphobase_F-Schlag Sandkamp Nord SP16_B-NA_P-NA;date:2004-10-14T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Schlag Sandkamp Nord SP16;B;NA;P;NA;2004-10-14-D_DE_Edaphobase_F-Schlag Sandkamp Nord SP16_B-NA_P-NA_Metadata Soil;Metadata Soil;;;luvisol;;;;German KA5;Braunerde-Pseudogley (Code: BB-SS);;;;;loam;;;;;;;;;1.14;;30.0;1.41;;;;;;;;
2004-10-18-D_DE_Edaphobase_F-Schlag Sandkamp Nord SG14_B-NA_P-NA;date:2004-10-18T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Schlag Sandkamp Nord SG14;B;NA;P;NA;2004-10-18-D_DE_Edaphobase_F-Schlag Sandkamp Nord SG14_B-NA_P-NA_Metadata Soil;Metadata Soil;;;luvisol;;;;German KA5;Braunerde-Pseudogley (Code: BB-SS);;;;;loam;;;;;;;;;1.01;;40.0;1.47;;;;;;;;
2004-10-18-D_DE_Edaphobase_F-Schlag Sandkamp Nord SG17_B-NA_P-NA;date:2004-10-18T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Schlag Sandkamp Nord SG17;B;NA;P;NA;2004-10-18-D_DE_Edaphobase_F-Schlag Sandkamp Nord SG17_B-NA_P-NA_Metadata Soil;Metadata Soil;;;luvisol;;;;German KA5;Braunerde-Pseudogley (Code: BB-SS);;;;;loam;;;;;;;;;1.12;;40.0;1.42;;;;;;;;
2004-10-19-D_DE_Edaphobase_F-Schlag Kleinkamp TG_B-NA_P-NA;date:2004-10-19T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Schlag Kleinkamp TG;B;NA;P;NA;2004-10-19-D_DE_Edaphobase_F-Schlag Kleinkamp TG_B-NA_P-NA_Metadata Soil;Metadata Soil;;;luvisol;;;;German KA5;Bänderparabraunerde (Code: LLd);;;;;sandy_loam;;62.0;;31.0;;;;;1.39;;40.0;1.3;;;;;;;;
2004-10-19-D_DE_Edaphobase_F-Schlag Kleinstkamp Südstreifen TD_B-NA_P-NA;date:2004-10-19T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Schlag Kleinstkamp Südstreifen TD;B;NA;P;NA;2004-10-19-D_DE_Edaphobase_F-Schlag Kleinstkamp Südstreifen TD_B-NA_P-NA_Metadata Soil;Metadata Soil;;;luvisol;;;;German KA5;Bänderparabraunerde (Code: LLd);;;;;sandy_loam;;62.0;;31.0;;;;;1.01;;40.0;1.56;;;;;;;;
2004-10-19-D_DE_Edaphobase_F-Schlag Kleinstkamp Südstreifen TP_B-NA_P-NA;date:2004-10-19T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Schlag Kleinstkamp Südstreifen TP;B;NA;P;NA;2004-10-19-D_DE_Edaphobase_F-Schlag Kleinstkamp Südstreifen TP_B-NA_P-NA_Metadata Soil;Metadata Soil;;;luvisol;;;;German KA5;Bänderparabraunerde (Code: LLd);;;;;sandy_loam;;62.0;;31.0;;;;;1.05;;40.0;1.49;;;;;;;;
2004-10-20-D_DE_Edaphobase_F-Vadersdorf/Fehmarn BDF 12 SH Acker_B-NA_P-NA;date:2004-10-20T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Vadersdorf/Fehmarn BDF 12 SH Acker;B;NA;P;NA;2004-10-20-D_DE_Edaphobase_F-Vadersdorf/Fehmarn BDF 12 SH Acker_B-NA_P-NA_Metadata Soil;Metadata Soil;;;gleysol;;;;German KA5;Normpseudogley (Code: SSn);na;6.8;;;loam;;;;;;;;11.1;1.5;;;;;;;;;;;
2004-11-18-D_DE_Edaphobase_F-Schlag Kleinstkamp Südstreifen TP_B-NA_P-NA;date:2004-11-18T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Schlag Kleinstkamp Südstreifen TP;B;NA;P;NA;2004-11-18-D_DE_Edaphobase_F-Schlag Kleinstkamp Südstreifen TP_B-NA_P-NA_Metadata Soil;Metadata Soil;;;luvisol;;;;German KA5;Bänderparabraunerde (Code: LLd);;;;;sandy_loam;;62.0;;31.0;;;;;;;40.0;;;;;;;;;
2005-08-30-D_DE_Edaphobase_F-Thüringen BDF 5637 Acker_B-NA_P-NA;date:2005-08-30T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Thüringen BDF 5637 Acker;B;NA;P;NA;2005-08-30-D_DE_Edaphobase_F-Thüringen BDF 5637 Acker_B-NA_P-NA_Metadata Soil;Metadata Soil;;;na;;;;German KA5;Parabraunerde-Pseudogley (Code: LL-SS);na;6.9;11.7;;silt_loam;;11.0;;74.3;;;;9.5;2.1;;;;;;;;;;;
2005-08-31-D_DE_Edaphobase_F-Thüringen BDF 5652 Acker_B-NA_P-NA;date:2005-08-31T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Thüringen BDF 5652 Acker;B;NA;P;NA;2005-08-31-D_DE_Edaphobase_F-Thüringen BDF 5652 Acker_B-NA_P-NA_Metadata Soil;Metadata Soil;;;na;;;;German KA5;Parabraunerde-Tschernosem (Code: LL-TT);na;6.1;;;silt_loam;;;;;;;;9.6;2.8;;;;;;;;;;;
2005-09-01-D_DE_Edaphobase_F-Thüringen BDF 5636 Acker_B-NA_P-NA;date:2005-09-01T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Thüringen BDF 5636 Acker;B;NA;P;NA;2005-09-01-D_DE_Edaphobase_F-Thüringen BDF 5636 Acker_B-NA_P-NA_Metadata Soil;Metadata Soil;;;na;;;;German KA5;Normpararendzina (Code: RZn);na;7.4;25.9;;loam;;23.5;;36.2;;;;9.3;3.2;;;;;;;;;;;
2005-10-01-M_DE_Edaphobase_T-Organic farming, Ecomat x summer wheat _B-NA_P-NA;date:2005-10-01T00:00:00:yyyy-MM-dd;M;DE;edaphobase;;T;Organic farming, Ecomat x summer wheat;B;NA;P;NA;2005-10-01-M_DE_Edaphobase_T-Organic farming, Ecomat x summer wheat _B-NA_P-NA_Metadata Soil;Metadata Soil;;;cambisol;;;;German KA5;Lessivés (Code: L);;;;;silt_loam;;2.0;;81.0;;;;8.7;2.1;;20.0;;;;;;;;;
2005-10-01-M_DE_Edaphobase_T-Organic farming, Field bean   _B-NA_P-NA;date:2005-10-01T00:00:00:yyyy-MM-dd;M;DE;edaphobase;;T;Organic farming, Field bean;B;NA;P;NA;2005-10-01-M_DE_Edaphobase_T-Organic farming, Field bean   _B-NA_P-NA_Metadata Soil;Metadata Soil;;;cambisol;;;;German KA5;Lessivés (Code: L);;;;;silt_loam;;2.0;;81.0;;;;8.7;2.1;;20.0;;;;;;;;;
2005-10-01-M_DE_Edaphobase_T-Organic farming, Grass-clover    _B-NA_P-NA;date:2005-10-01T00:00:00:yyyy-MM-dd;M;DE;edaphobase;;T;Organic farming, Grass-clover;B;NA;P;NA;2005-10-01-M_DE_Edaphobase_T-Organic farming, Grass-clover    _B-NA_P-NA_Metadata Soil;Metadata Soil;;;cambisol;;;;German KA5;Lessivés (Code: L);;;;;silt_loam;;2.0;;81.0;;;;8.7;2.1;;20.0;;;;;;;;;
2005-10-01-M_DE_Edaphobase_T-Organic farming, Regular plough   _B-NA_P-NA;date:2005-10-01T00:00:00:yyyy-MM-dd;M;DE;edaphobase;;T;Organic farming, Regular plough;B;NA;P;NA;2005-10-01-M_DE_Edaphobase_T-Organic farming, Regular plough   _B-NA_P-NA_Metadata Soil;Metadata Soil;;;cambisol;;;;German KA5;Lessivés (Code: L);;;;;silt_loam;;2.0;;81.0;;;;8.7;2.1;;20.0;;;;;;;;;
2005-10-10-D_DE_Edaphobase_F-Witsum/Föhr BDF 38 SH Grünland_B-NA_P-NA;date:2005-10-10T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Witsum/Föhr BDF 38 SH Grünland;B;NA;P;NA;2005-10-10-D_DE_Edaphobase_F-Witsum/Föhr BDF 38 SH Grünland_B-NA_P-NA_Metadata Soil;Metadata Soil;;;podzol;;;;German KA5;Normpodsol (Code: PPn);na;5.0;;;sand;;;;;;;;13.2;3.4;;;;;;;;;;;
2005-10-12-D_DE_Edaphobase_F-Barnstädt BDF 35 Acker_B-NA_P-NA;date:2005-10-12T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Barnstädt BDF 35 Acker;B;NA;P;NA;2005-10-12-D_DE_Edaphobase_F-Barnstädt BDF 35 Acker_B-NA_P-NA_Metadata Soil;Metadata Soil;;;na;;;;German KA5;Fahlerde (Code: LF);;;;;silt;;;;;;;;;;;;;;;;;;;;
2005-10-31-D_DE_Edaphobase_F-Bornhöved BDF 24 SH Acker_B-NA_P-NA;date:2005-10-31T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Bornhöved BDF 24 SH Acker;B;NA;P;NA;2005-10-31-D_DE_Edaphobase_F-Bornhöved BDF 24 SH Acker_B-NA_P-NA_Metadata Soil;Metadata Soil;;;luvisol;;;;German KA5;Normbraunerde (Code: BBn);na;4.7;;;sand;;;;;;;;14.9;1.0;;;;;;;;;;;
2005-11-02-D_DE_Edaphobase_F-Bad Bramstedt BDF 26 SH Grünland_B-NA_P-NA;date:2005-11-02T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Bad Bramstedt BDF 26 SH Grünland;B;NA;P;NA;2005-11-02-D_DE_Edaphobase_F-Bad Bramstedt BDF 26 SH Grünland_B-NA_P-NA_Metadata Soil;Metadata Soil;;;histosol;;;;German KA5;Gley-Podsol (Code: GG-PP);na;5.5;;;sand;;;;;;;;15.6;3.9;;;;;;;;;;;
2006-10-18-D_DE_Edaphobase_F-Havetoftloit BDF 08 SH Grünland_B-NA_P-NA;date:2006-10-18T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Havetoftloit BDF 08 SH Grünland;B;NA;P;NA;2006-10-18-D_DE_Edaphobase_F-Havetoftloit BDF 08 SH Grünland_B-NA_P-NA_Metadata Soil;Metadata Soil;;;luvisol;;;;German KA5;Normparabraunerde (Code: LLn);na;4.9;;;sand;;;;;;;;10.5;3.9;;;;;;;;;;;
2006-10-18-D_DE_Edaphobase_F-Pauck_B-NA_P-NA;date:2006-10-18T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Pauck;B;NA;P;NA;2006-10-18-D_DE_Edaphobase_F-Pauck_B-NA_P-NA_Metadata Soil;Metadata Soil;;;histosol;;;;German KA5;Gleye (Code: G);na;7.3;;;na;;;;;;;;11.25;6.62;;20.0;;;;;;;;;
2006-10-19-D_DE_Edaphobase_F-Schappigk_B-NA_P-NA;date:2006-10-19T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Schappigk;B;NA;P;NA;2006-10-19-D_DE_Edaphobase_F-Schappigk_B-NA_P-NA_Metadata Soil;Metadata Soil;;;gleysol;;;;German KA5;Normanmoorgley (Code: GMn);na;4.9;;;sandy_loam;;61.8;;18.7;;;;15.66;16.47;;20.0;;;;;;;;;
2006-10-20-D_DE_Edaphobase_F-Thüringen BDF 261 Grünland_B-NA_P-NA;date:2006-10-20T00:00:00:yyyy-MM-dd;D;DE;edaphobase;;F;Thüringen BDF 261 Grünland;B;NA;P;NA;2006-10-20-D_DE_Edaphobase_F-Thüringen BDF 261 Grünland_B-NA_P-NA_Metadata Soil;Metadata Soil;;;na;;;;German KA5;Normvega (Code: ABn);na;6.7;;;loam;;;;;;;;10.4;3.7;;20.0;;;;;;;;;
2007-05-21-D_RS_Edaphobase_F-Pancevo 2_B-NA_P-NA;date:2007-05-21T00:00:00:yyyy-MM-dd;D;RS;edaphobase;;F;Pancevo 2;B;NA;P;NA;2007-05-21-D_RS_Edaphobase_F-Pancevo 2_B-NA_P-NA_Metadata Soil;Metadata Soil;;;phaeozem;;;;;;;;;;na;;;;;;;;;;;;;;;;;;;;
